hid,geo1,geo2,ea,urbrur,hhsize,statocc,rooms,bedrooms,floor,walls,roof,water,piped_water,toilet,flush_toilet,electricity,cook_fuel,phone,cell,car,bicycle,motorcycle,refrigerator,tv,radio,bank,deaths_12m,exp_01,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,tot_exp,tot_food,share_food,pc_exp,quint_nat,quint_urb,quint_rur,hhweight,popweight
67cee297e32,9,98,98036,2,3,1,3,2,2,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,3076,49,725,4400,547,420,2458,800,400,483,365,951,14674,3076,0.20999999344348907,4891.33349609375,5,4,,280.1481675522056,840.4445026566168
6cd13b39783,9,98,98061,2,3,1,4,3,2,5,5,11,1,12,1,1,2,0,1,1,1,1,1,1,0,1,0,3951,26,593,1808,2248,656,1928,191,1475,282,54,729,13941,3951,0.28299999237060547,4647.0,5,4,,319.8258050166811,959.4774150500433
7088adb0c13,9,98,98056,2,4,1,4,2,6,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,1,1,0,5126,58,1027,8041,1419,814,4091,2052,646,941,500,1384,26099,5126,0.19599999487400055,6524.75,5,5,,382.348142839491,1529.392571357964
7524509b392,9,98,98061,2,3,1,5,3,2,3,1,71,0,11,1,1,2,1,1,1,1,1,1,1,1,1,0,4024,68,999,6193,1055,598,3524,1692,731,917,556,1279,21636,4024,0.1860000044107437,7212.0,5,5,,319.8258050166811,959.4774150500433
786e5737d64,9,98,98004,2,5,1,4,2,2,3,1,11,1,21,2,1,2,0,1,0,0,0,0,1,1,1,0,3060,60,855,3040,201,312,653,373,207,997,283,710,10751,3060,0.2849999964237213,2150.199951171875,3,2,,300.5881626096627,1502.9408130483134
78fbee98d46,9,98,98061,2,4,1,4,2,2,3,4,11,1,11,1,1,2,0,1,0,0,0,1,1,0,1,0,3558,60,841,3496,504,342,760,453,379,1192,278,961,12824,3558,0.2770000100135803,3206.0,4,3,,319.8258050166811,1279.3032200667244
801e641b8d0,9,98,98004,2,7,1,5,3,2,3,9,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,5133,68,1303,4410,468,555,936,530,433,2068,267,1358,17529,5133,0.2930000126361847,2504.142822265625,3,2,,300.5881626096627,2104.117138267639
819159262d9,9,98,98061,2,3,2,2,2,2,3,1,11,1,11,1,1,2,0,1,1,1,0,1,1,1,1,0,3212,41,867,3784,543,423,2172,719,411,824,370,1028,14394,3212,0.22300000488758087,4798.0,5,4,,319.8258050166811,959.4774150500433
8784af7c64b,9,98,98056,2,3,1,4,3,6,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,0,1,0,3263,34,526,5702,297,411,742,669,178,225,224,736,13007,3263,0.25099998712539673,4335.66650390625,5,4,,382.348142839491,1147.044428518473
8cbdec257f3,9,98,98061,2,3,1,3,2,2,3,1,11,1,11,1,1,2,0,1,0,1,1,1,1,0,1,1,3785,43,820,4159,435,386,741,561,304,825,311,1014,13384,3785,0.28299999237060547,4461.33349609375,5,4,,319.8258050166811,959.4774150500433
8db94eaffcd,9,98,98056,2,1,1,3,1,6,3,1,11,1,11,1,1,2,1,1,0,0,0,1,1,1,1,0,1726,58,522,5411,868,194,654,1233,462,181,683,706,12698,1726,0.13600000739097595,12698.0,5,5,,382.348142839491,382.348142839491
927f569ad5c,9,98,98056,2,3,1,5,1,2,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,0,0,0,4068,32,455,6095,283,555,645,702,175,211,133,772,14126,4068,0.2879999876022339,4708.66650390625,5,4,,382.348142839491,1147.044428518473
939c24ef018,9,98,98056,2,4,3,3,2,2,3,6,61,0,21,2,1,2,1,1,0,1,0,1,1,1,1,0,4485,207,1006,3970,658,454,1203,1128,592,648,742,924,16017,4485,0.2800000011920929,4004.25,4,4,,382.348142839491,1529.392571357964
94ac2e59062,9,98,98056,2,3,3,1,1,2,3,1,11,1,22,2,1,2,0,1,0,0,0,1,1,0,0,0,2868,33,386,3150,139,234,439,319,73,121,211,590,8563,2868,0.33500000834465027,2854.333251953125,4,3,,382.348142839491,1147.044428518473
95033fae415,9,98,98056,2,3,1,3,2,6,3,1,21,0,11,1,1,2,0,1,1,0,0,1,1,1,1,0,3105,36,605,4306,511,354,2338,608,242,317,424,763,13609,3105,0.2280000001192093,4536.33349609375,5,4,,382.348142839491,1147.044428518473
962bf777dd8,9,98,98061,2,3,1,5,2,6,6,6,11,1,11,1,1,1,1,1,1,0,0,1,1,1,1,0,8114,118,2144,13524,5139,946,5642,2939,2311,2912,1231,3065,48085,8114,0.16899999976158142,16028.3330078125,5,5,,319.8258050166811,959.4774150500433
97965ae1499,9,98,98004,2,3,1,4,2,2,3,1,11,1,11,1,1,2,0,1,1,0,1,1,1,0,1,0,3078,41,768,4074,580,479,2092,722,430,819,288,918,14289,3078,0.2150000035762787,4763.0,5,4,,300.5881626096627,901.764487828988
97c3aaee359,9,98,98036,2,5,2,3,2,2,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,1,1,0,5099,63,1414,5629,1052,723,3105,1797,837,2449,544,1491,24203,5099,0.210999995470047,4840.60009765625,5,4,,280.1481675522056,1400.7408377610282
99e39ae8e3d,9,98,98004,2,3,3,4,2,6,3,1,11,1,11,1,1,2,1,1,1,1,1,1,1,1,1,0,3131,58,1090,5526,1296,473,3367,1412,830,1424,720,1109,20436,3131,0.15299999713897705,6812.0,5,5,,300.5881626096627,901.764487828988
a071a5809b3,9,98,98036,2,3,1,3,2,2,3,1,11,1,21,2,1,2,1,1,1,0,0,1,1,1,1,0,3606,64,880,4575,651,389,2928,1099,389,761,573,1005,16920,3606,0.21299999952316284,5640.0,5,5,,280.1481675522056,840.4445026566168
a590ac6cb15,9,98,98004,2,6,1,4,2,2,3,5,11,1,11,1,1,4,0,1,0,0,0,1,1,1,1,0,4798,142,1205,5631,528,352,1072,557,605,1451,442,1124,17907,4798,0.2680000066757202,2984.5,4,3,,300.5881626096627,1803.528975657976
ab4fd32c5e4,9,98,98061,2,6,3,4,3,6,3,1,11,1,11,1,1,2,1,1,1,1,1,1,1,1,1,0,5544,78,1858,6760,1497,743,4199,1799,982,3731,921,1548,29660,5544,0.18700000643730164,4943.33349609375,5,4,,319.8258050166811,1918.9548301000866
ab7f4f8364e,9,98,98004,2,5,1,3,2,6,3,1,11,1,11,1,1,2,0,1,1,0,0,1,1,1,1,0,2838,35,929,3246,451,339,1906,544,355,1310,459,816,13228,2838,0.2150000035762787,2645.60009765625,3,3,,300.5881626096627,1502.9408130483134
b01cc3cc982,9,98,98004,2,5,1,6,4,6,3,1,11,1,11,1,1,2,1,1,1,1,1,1,1,1,1,0,5938,100,2152,9404,2327,851,5103,2412,1547,4957,1227,1898,37916,5938,0.15700000524520874,7583.2001953125,5,5,,300.5881626096627,1502.9408130483134
b0f17d90587,9,98,98061,2,5,1,3,2,2,3,1,11,1,11,1,1,2,0,0,0,0,1,1,1,0,0,0,2644,14,373,2854,134,223,249,118,97,480,119,524,7829,2644,0.33799999952316284,1565.800048828125,2,1,,319.8258050166811,1599.1290250834054
b7d1bc280a9,9,98,98061,2,3,1,3,2,2,3,5,71,0,12,1,1,2,1,1,1,1,1,1,1,1,1,0,4418,128,1105,7237,1224,459,5167,1504,801,741,993,1862,25639,4418,0.1720000058412552,8546.3330078125,5,5,,319.8258050166811,959.4774150500433
bde4af28d0f,9,98,98004,2,4,1,3,2,6,3,1,71,0,11,1,1,2,1,1,1,1,1,1,1,1,1,0,5017,69,1564,6131,1276,554,3944,1449,794,2346,1054,1430,25628,5017,0.19599999487400055,6407.0,5,5,,300.5881626096627,1202.3526504386507
c48a7819fb4,9,98,98061,2,4,1,5,3,6,3,1,71,0,11,1,1,2,1,1,1,1,1,1,1,1,1,0,5581,97,1983,8372,1928,743,5497,1996,1259,3434,1282,1734,33906,5581,0.16500000655651093,8476.5,5,5,,319.8258050166811,1279.3032200667244
ca1f809e0f6,9,98,98056,2,2,1,2,1,6,3,1,11,1,11,1,1,2,0,0,0,0,0,1,1,1,1,0,1493,27,301,2400,159,96,285,178,97,87,222,416,5761,1493,0.2590000033378601,2880.5,4,3,,382.348142839491,764.696285678982
ca4a118f51b,9,98,98036,2,4,3,5,3,6,3,1,11,1,11,1,1,2,1,1,1,1,1,1,1,1,1,1,4593,80,1687,7159,1654,679,4335,1842,1138,3263,852,1542,28824,4593,0.1589999943971634,7206.0,5,5,,280.1481675522056,1120.5926702088225
ca981427004,9,98,98004,2,4,1,3,2,2,3,5,11,1,11,1,1,2,1,1,0,0,0,1,1,1,1,0,4498,70,717,4943,531,497,1065,1078,447,740,252,954,15792,4498,0.2849999964237213,3948.0,4,4,,300.5881626096627,1202.3526504386507
cdc218dd067,9,98,98056,2,3,1,2,1,2,5,5,11,1,12,1,1,2,0,1,0,0,1,1,1,0,1,0,3899,19,473,1964,1773,672,651,199,953,168,68,496,11335,3899,0.3440000116825104,3778.333251953125,4,4,,382.348142839491,1147.044428518473
ce236d376dd,9,98,98056,2,4,1,3,3,2,3,1,11,1,11,1,1,2,1,1,0,0,1,1,1,1,1,0,4493,36,535,5120,443,514,802,1541,275,320,174,894,15147,4493,0.296999990940094,3786.75,4,4,,382.348142839491,1529.392571357964
d01ae039e69,9,98,98004,2,5,2,4,3,2,3,5,11,1,11,1,1,2,0,1,1,0,0,0,1,0,1,0,3123,45,655,3410,478,577,1906,675,424,616,174,1016,13099,3123,0.23800000548362732,2619.800048828125,3,2,,300.5881626096627,1502.9408130483134
d288e0a8652,9,98,98061,2,4,1,5,3,6,3,1,11,1,11,1,1,2,1,1,1,0,1,1,1,1,1,0,4716,88,1517,8222,1644,720,5146,2212,1159,1900,901,1583,29808,4716,0.15800000727176666,7452.0,5,5,,319.8258050166811,1279.3032200667244
d81a106a7c8,9,98,98056,2,3,1,2,2,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,3358,22,432,3962,207,395,510,488,125,201,138,701,10539,3358,0.3190000057220459,3513.0,4,3,,382.348142839491,1147.044428518473
d9716d62e3c,9,98,98004,2,5,1,4,2,2,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,0,1,0,3448,42,742,4016,318,388,788,558,292,732,254,925,12503,3448,0.2759999930858612,2500.60009765625,3,2,,300.5881626096627,1502.9408130483134
de1585c3bcc,9,98,98056,2,3,1,3,3,2,3,5,11,1,11,1,1,2,1,0,1,0,0,1,1,1,1,0,3382,49,422,6345,721,469,2435,1106,287,225,255,1031,16727,3382,0.20200000703334808,5575.66650390625,5,5,,382.348142839491,1147.044428518473
de1ce4fab03,9,98,98061,2,3,1,5,3,2,3,1,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3011,66,711,3822,256,300,783,512,212,574,298,727,11272,3011,0.2669999897480011,3757.333251953125,4,4,,319.8258050166811,959.4774150500433
e1f79fbffa2,9,98,98004,2,6,1,3,2,2,3,5,11,1,11,1,1,2,0,0,0,0,0,0,0,0,0,0,3731,50,689,3333,193,268,438,111,156,942,195,820,10926,3731,0.3409999907016754,1821.0,2,1,,300.5881626096627,1803.528975657976
e43dbc53bb2,9,98,98036,2,4,1,4,2,2,3,9,11,1,11,1,1,2,0,1,0,0,0,1,0,0,0,1,3741,54,861,3718,318,321,565,414,254,1240,230,996,12712,3741,0.2939999997615814,3178.0,4,3,,280.1481675522056,1120.5926702088225
e54fe2835bc,9,98,98036,2,4,1,4,2,6,3,1,71,0,11,1,1,2,1,1,1,1,1,1,1,1,1,1,5099,77,1677,6712,1436,630,4310,1589,941,2866,1008,1486,27831,5099,0.18299999833106995,6957.75,5,5,,280.1481675522056,1120.5926702088225
e68f8b87b35,9,98,98004,2,5,2,4,3,6,3,1,11,1,11,1,1,2,0,1,1,0,1,1,1,1,1,0,3890,53,1312,4662,689,504,2782,801,559,2017,593,1124,18986,3890,0.20499999821186066,3797.199951171875,4,4,,300.5881626096627,1502.9408130483134
ecdbaaeb9b9,9,98,98056,2,3,1,2,1,2,3,1,11,1,11,1,1,2,0,0,0,0,0,0,1,1,1,0,2131,8,185,2537,83,269,175,94,58,77,43,311,5971,2131,0.3569999933242798,1990.3333740234375,2,2,,382.348142839491,1147.044428518473
ee6b73d777b,9,98,98036,2,4,2,3,2,6,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,2680,39,846,3192,283,239,670,422,278,915,356,794,10714,2680,0.25,2678.5,3,3,,280.1481675522056,1120.5926702088225
f0ad5534e99,9,98,98036,2,4,1,6,3,6,4,1,11,1,11,1,1,2,1,0,0,0,1,1,1,0,1,0,6303,41,847,5073,2247,579,1506,1013,1539,677,263,981,21069,6303,0.29899999499320984,5267.25,5,4,,280.1481675522056,1120.5926702088225
f1e8077ad17,9,98,98056,2,4,1,2,2,2,3,1,11,1,31,0,1,2,0,1,0,0,1,1,1,0,1,1,3027,14,504,3003,172,318,362,235,100,337,115,683,8870,3027,0.3409999907016754,2217.5,3,2,,382.348142839491,1529.392571357964
f369933e190,9,98,98036,2,5,1,3,2,2,3,9,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,1,4508,79,831,3647,292,354,655,375,198,617,294,1115,12965,4508,0.3479999899864197,2593.0,3,2,,280.1481675522056,1400.7408377610282
f4a5067ed24,9,98,98036,2,2,1,4,1,6,3,4,11,1,11,1,1,2,1,0,0,0,0,1,1,0,0,0,3688,31,376,7077,444,282,388,735,140,231,368,629,14389,3688,0.25600001215934753,7194.5,5,5,,280.1481675522056,560.2963351044112
f5c0f3c662b,9,98,98056,2,3,1,4,2,2,5,1,11,1,12,1,1,2,1,1,1,1,1,1,1,1,1,1,3677,23,479,3222,1737,759,1617,791,1302,220,52,870,14749,3677,0.24899999797344208,4916.33349609375,5,4,,382.348142839491,1147.044428518473
f6ff4ab231d,9,98,98036,2,4,1,5,3,6,3,5,11,1,11,1,1,2,1,1,1,1,0,1,1,1,1,0,6940,135,1624,9879,1993,588,3999,1987,778,2301,1437,1683,33344,6940,0.20800000429153442,8336.0,5,5,,280.1481675522056,1120.5926702088225
f83b6f15e37,9,98,98056,2,3,1,3,2,2,3,1,12,2,13,1,1,4,0,1,1,0,0,1,1,1,1,0,2895,42,506,4562,311,276,1589,406,149,314,383,812,12245,2895,0.23600000143051147,4081.666748046875,4,4,,382.348142839491,1147.044428518473
f9296b4fb34,9,98,98036,2,3,1,6,2,2,3,5,11,1,22,2,1,2,0,1,1,0,0,1,1,0,1,0,3410,99,645,4768,552,349,3251,708,364,464,469,857,15936,3410,0.21400000154972076,5312.0,5,4,,280.1481675522056,840.4445026566168
fa00a0b7ff0,9,98,98036,2,4,1,5,3,6,3,9,71,0,11,1,1,2,1,1,0,1,1,1,1,1,1,0,6453,123,1803,7505,1162,612,1817,1755,865,2835,890,1656,27476,6453,0.23499999940395355,6869.0,5,5,,280.1481675522056,1120.5926702088225
fe0768b3e21,9,98,98036,2,5,2,4,1,2,3,1,11,1,11,1,1,2,0,1,0,0,1,1,1,1,1,0,4061,46,963,4001,395,446,784,509,310,1004,233,1139,13891,4061,0.2919999957084656,2778.199951171875,4,3,,280.1481675522056,1400.7408377610282
ff666adf773,9,98,98056,2,3,1,2,2,2,3,5,11,1,11,1,1,2,0,0,0,0,0,1,0,0,0,0,2756,11,239,4045,172,316,196,137,70,115,66,437,8560,2756,0.32199999690055847,2853.333251953125,4,3,,382.348142839491,1147.044428518473
02b01873cfd,10,101,101039,1,2,1,2,1,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,2747,28,685,2720,301,200,497,406,147,380,229,702,9042,2747,0.30399999022483826,4521.0,5,,5,250.00218381521563,500.00436763043126
05494991a65,10,101,101039,1,3,3,4,2,2,3,5,62,0,21,2,1,2,0,0,0,0,0,1,1,1,0,0,2798,37,497,2873,159,153,363,89,83,580,155,682,8469,2798,0.33000001311302185,2823.0,4,,5,250.00218381521563,750.0065514456469
1057ad10b69,10,101,101039,1,3,1,2,2,2,3,5,11,1,96,2,1,6,1,1,0,0,0,1,1,1,1,0,2555,57,465,2166,349,172,439,289,130,198,516,658,7994,2555,0.3199999928474426,2664.666748046875,3,,4,250.00218381521563,750.0065514456469
1127a735615,10,101,101049,1,5,3,4,1,2,3,5,11,1,96,2,1,1,0,1,0,0,0,1,1,0,1,0,3677,89,792,3572,502,249,576,310,225,577,266,922,11757,3677,0.31299999356269836,2351.39990234375,3,,4,265.4132773380714,1327.066386690357
1164c8d467e,10,101,101049,1,2,1,2,1,2,3,1,21,0,21,2,1,2,0,0,0,0,0,1,1,1,0,0,1781,20,258,1974,85,86,209,82,36,99,123,406,5159,1781,0.3449999988079071,2579.5,3,,4,265.4132773380714,530.8265546761428
161ed12ef6d,10,101,101049,1,2,1,3,2,2,5,5,11,1,12,1,1,2,1,0,0,0,1,1,1,0,0,0,2787,17,360,1442,1262,318,589,442,786,75,40,457,8575,2787,0.32499998807907104,4287.5,5,,5,265.4132773380714,530.8265546761428
1950890dcd1,10,101,101039,1,3,1,2,2,2,3,1,21,0,21,2,1,2,1,1,0,0,1,1,1,1,1,0,3179,39,661,2724,265,185,613,538,158,503,285,711,9861,3179,0.32199999690055847,3287.0,4,,5,250.00218381521563,750.0065514456469
1a1e548d6b6,10,101,101039,1,3,3,4,2,6,3,1,11,1,11,1,1,2,1,1,1,0,0,1,1,0,1,0,5015,57,1467,7034,1702,738,4399,1583,721,1547,753,1615,26631,5015,0.18799999356269836,8877.0,5,,5,250.00218381521563,750.0065514456469
207c8ec6cd5,10,101,101039,1,5,3,2,2,2,3,1,11,1,22,2,1,4,0,0,0,0,0,0,1,0,0,0,3055,28,702,2901,151,130,242,37,83,1294,319,718,9660,3055,0.3160000145435333,1932.0,2,,3,250.00218381521563,1250.0109190760782
23f7d296af5,10,101,101049,1,2,1,3,2,2,3,1,11,1,21,2,1,2,0,0,0,0,0,0,1,1,0,0,1580,18,220,1770,61,84,173,68,33,91,105,302,4505,1580,0.35100001096725464,2252.5,3,,4,265.4132773380714,530.8265546761428
246c71da191,10,101,101049,1,3,3,2,1,2,3,5,11,1,31,0,1,6,0,1,0,0,0,1,1,1,1,0,2081,40,665,2044,343,159,525,250,254,721,358,670,8110,2081,0.25699999928474426,2703.333251953125,3,,4,265.4132773380714,796.2398320142142
349a0221d11,10,101,101039,1,3,3,3,3,2,3,1,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3403,43,696,3185,196,195,517,287,114,498,257,793,10184,3403,0.33399999141693115,3394.666748046875,4,,5,250.00218381521563,750.0065514456469
36c80840453,10,101,101049,1,4,1,7,4,6,3,1,11,1,11,1,1,2,1,1,1,1,1,1,1,1,1,0,9229,178,3495,13074,3413,1287,10470,3510,1954,5805,1366,3106,56887,9229,0.16200000047683716,14221.75,5,,5,265.4132773380714,1061.6531093522856
40f5cdcd6bd,10,101,101049,1,2,1,1,1,2,3,5,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,3380,54,649,2727,275,173,450,331,101,313,282,836,9571,3380,0.3529999852180481,4785.5,5,,5,265.4132773380714,530.8265546761428
459e24f3e3d,10,101,101049,1,4,3,2,1,2,2,5,13,3,23,2,1,1,0,1,0,0,0,1,1,1,1,0,3383,101,644,1840,418,90,504,298,152,233,207,520,8390,3383,0.40299999713897705,2097.5,3,,4,265.4132773380714,1061.6531093522856
485695cf1b5,10,101,101039,1,2,2,1,1,1,2,8,11,1,21,2,1,2,0,0,0,0,0,0,0,1,0,0,2217,12,233,1225,164,62,120,27,24,42,267,324,4717,2217,0.4699999988079071,2358.5,3,,4,250.00218381521563,500.00436763043126
5165b38f0d0,10,101,101049,1,2,3,1,1,2,3,5,11,1,31,0,1,2,0,0,0,0,0,0,1,1,0,0,1867,10,326,1874,117,103,214,50,42,188,124,481,5396,1867,0.34599998593330383,2698.0,3,,4,265.4132773380714,530.8265546761428
52f6c14fbe0,10,101,101039,1,2,1,2,2,2,6,5,51,0,12,1,1,4,0,0,0,0,0,1,1,1,0,0,2918,17,524,1366,826,146,259,82,176,212,180,471,7177,2918,0.40700000524520874,3588.5,4,,5,250.00218381521563,500.00436763043126
56d52f552f1,10,101,101049,1,2,1,3,1,6,4,1,21,0,13,1,1,3,1,1,0,0,1,1,1,1,1,0,3888,43,654,2421,1703,384,2022,742,963,161,94,774,13849,3888,0.2809999883174896,6924.5,5,,5,265.4132773380714,530.8265546761428
5818eb05b30,10,101,101039,1,3,1,2,1,2,3,1,11,1,22,2,1,5,0,1,0,0,0,0,1,1,1,0,2895,59,631,2426,220,105,339,165,158,523,374,664,8559,2895,0.33799999952316284,2853.0,4,,5,250.00218381521563,750.0065514456469
5d0450617e1,10,101,101039,1,3,1,4,1,2,3,1,11,1,11,1,1,2,1,1,1,0,0,1,1,0,1,0,5786,59,1451,6876,1407,941,4133,1876,680,1514,473,1823,27019,5786,0.21400000154972076,9006.3330078125,5,,5,250.00218381521563,750.0065514456469
60c51c7b888,10,101,101049,1,3,1,3,2,2,3,1,21,0,13,1,1,4,1,1,0,1,0,0,1,1,0,0,2535,27,680,2770,330,178,390,436,165,628,340,808,9287,2535,0.27300000190734863,3095.666748046875,4,,5,265.4132773380714,796.2398320142142
61053bb4c72,10,101,101039,1,2,1,2,1,2,3,5,43,0,21,2,1,2,0,0,0,0,0,0,0,1,0,0,1774,23,279,1440,76,72,191,26,29,119,89,408,4526,1774,0.3919999897480011,2263.0,3,,4,250.00218381521563,500.00436763043126
64718e9a63e,10,101,101039,1,4,1,2,1,2,3,9,14,3,22,2,1,2,0,1,0,0,0,0,1,0,0,0,3040,29,750,2465,189,177,393,188,105,679,223,602,8840,3040,0.3440000116825104,2210.0,3,,4,250.00218381521563,1000.0087352608625
64c0d9c7e86,10,101,101039,1,2,1,3,2,2,3,5,21,0,12,1,1,2,0,0,0,0,1,1,1,0,0,0,2047,25,351,2000,205,100,285,76,61,173,111,550,5984,2047,0.34200000762939453,2992.0,4,,5,250.00218381521563,500.00436763043126
6aaddfe6144,10,101,101049,1,2,1,3,1,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,3163,38,667,3759,332,251,687,585,150,258,265,891,11046,3163,0.28600001335144043,5523.0,5,,5,265.4132773380714,530.8265546761428
710176fb0c9,10,101,101049,1,4,3,3,2,2,3,1,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,0,2666,27,620,2407,156,157,367,184,97,746,223,595,8245,2666,0.3230000138282776,2061.25,3,,4,265.4132773380714,1061.6531093522856
794a9700b8c,10,101,101049,1,3,1,2,2,2,3,1,11,1,22,2,1,4,0,1,0,0,0,1,1,0,0,0,2377,28,515,2587,181,107,294,183,83,439,287,788,7869,2377,0.3019999861717224,2623.0,3,,4,265.4132773380714,796.2398320142142
7f7bb5db6a0,10,101,101039,1,2,3,3,2,2,3,5,13,3,31,0,1,1,0,1,0,0,0,1,1,1,1,0,2071,58,584,2692,306,101,324,188,147,405,189,744,7809,2071,0.26499998569488525,3904.5,4,,5,250.00218381521563,500.00436763043126
7fd1b4821a7,10,101,101039,1,3,3,2,1,2,2,5,11,1,11,1,1,1,0,1,1,0,0,1,1,0,1,0,2415,71,1049,2543,1075,199,2914,502,479,433,198,2397,14275,2415,0.16899999976158142,4758.33349609375,5,,5,250.00218381521563,750.0065514456469
8378d633cc0,10,101,101039,1,1,3,2,2,2,3,5,62,0,21,2,1,2,1,1,0,0,0,1,1,1,1,0,2281,176,401,2550,328,119,726,663,163,59,541,615,8622,2281,0.26499998569488525,8622.0,5,,5,250.00218381521563,250.00218381521563
8426237ff9d,10,101,101039,1,2,1,3,2,2,3,1,21,0,12,1,1,2,0,0,0,0,1,1,1,0,0,0,1658,20,236,2027,111,89,234,79,38,69,91,387,5039,1658,0.32899999618530273,2519.5,3,,4,250.00218381521563,500.00436763043126
8d63e606033,10,101,101049,1,2,1,2,1,2,3,5,62,0,21,2,1,2,1,1,0,0,0,1,1,1,1,0,3379,62,530,2908,314,225,602,465,145,255,275,726,9886,3379,0.34200000762939453,4943.0,5,,5,265.4132773380714,530.8265546761428
8fdb704347e,10,101,101039,1,3,1,2,1,2,3,5,21,0,14,1,1,2,0,0,0,0,0,0,1,0,0,0,2711,13,539,2284,201,156,284,56,64,514,277,639,7738,2711,0.3499999940395355,2579.333251953125,3,,4,250.00218381521563,750.0065514456469
a3ef49e75e9,10,101,101049,1,3,1,2,1,2,3,1,11,1,11,1,1,2,0,0,0,0,0,1,1,0,0,0,2300,12,514,2367,150,136,219,103,70,555,202,533,7161,2300,0.32100000977516174,2387.0,3,,4,265.4132773380714,796.2398320142142
a7e78b6ae27,10,101,101049,1,3,3,2,1,2,3,1,21,0,31,0,1,6,0,1,0,0,0,1,1,0,0,0,1878,14,682,1871,209,160,343,207,152,1018,220,704,7458,1878,0.25200000405311584,2486.0,3,,4,265.4132773380714,796.2398320142142
a8aaeb3afab,10,101,101039,1,3,3,2,1,1,5,4,21,0,21,2,1,4,0,0,0,0,0,1,1,1,0,0,2939,31,203,1615,320,81,142,68,51,33,205,312,6000,2939,0.49000000953674316,2000.0,3,,3,250.00218381521563,750.0065514456469
acc8e06f50b,10,101,101049,1,2,1,3,1,2,3,5,11,1,21,2,1,4,0,0,0,0,0,1,1,1,0,0,1921,45,225,2270,147,77,155,67,36,75,109,566,5693,1921,0.3370000123977661,2846.5,4,,5,265.4132773380714,530.8265546761428
bbdb08a33c7,10,101,101039,1,3,1,2,1,2,3,1,11,1,11,1,1,2,0,0,1,0,0,1,1,1,1,0,2031,19,430,2384,224,194,1122,161,103,195,154,617,7634,2031,0.26600000262260437,2544.666748046875,3,,4,250.00218381521563,750.0065514456469
c36f006b4b4,10,101,101049,1,2,1,2,1,2,3,1,11,1,12,1,1,3,0,1,0,0,0,0,0,0,0,0,1436,39,426,1473,156,137,304,348,132,170,227,365,5213,1436,0.2750000059604645,2606.5,3,,4,265.4132773380714,530.8265546761428
c656fea85c5,10,101,101039,1,2,1,1,1,2,3,5,21,0,13,1,1,4,0,1,0,0,0,0,1,0,0,0,2243,60,480,1381,293,113,220,232,92,92,261,563,6030,2243,0.3720000088214874,3015.0,4,,5,250.00218381521563,500.00436763043126
c8c7ce59791,10,101,101039,1,3,1,2,2,2,3,5,96,0,21,2,1,2,0,0,0,0,0,1,1,1,0,0,2125,37,288,1917,108,79,305,55,53,146,124,515,5752,2125,0.36899998784065247,1917.3333740234375,2,,3,250.00218381521563,750.0065514456469
c913c712185,10,101,101039,1,4,2,1,1,2,3,9,11,1,22,2,1,2,0,0,0,0,0,0,1,0,0,0,3440,23,581,2222,170,89,239,42,53,413,405,585,8262,3440,0.41600000858306885,2065.5,3,,4,250.00218381521563,1000.0087352608625
ddbfc3e5131,10,101,101039,1,2,2,1,0,2,3,5,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,3188,71,723,2776,397,161,604,535,154,190,287,1017,10103,3188,0.3160000145435333,5051.5,5,,5,250.00218381521563,500.00436763043126
f296d2b3171,10,101,101049,1,2,2,2,1,6,3,1,11,1,13,1,1,4,0,1,0,0,0,1,0,0,0,0,1781,25,567,2395,270,110,373,270,157,458,385,606,7397,1781,0.2409999966621399,3698.5,4,,5,265.4132773380714,530.8265546761428
f2e18e8ee59,10,101,101049,1,2,1,1,1,2,3,1,21,0,11,1,1,2,1,1,0,0,1,1,1,1,1,1,3220,52,665,2819,448,212,776,1113,215,223,343,794,10880,3220,0.29600000381469727,5440.0,5,,5,265.4132773380714,530.8265546761428
f462dca7d71,10,101,101049,1,2,2,2,1,6,3,1,21,0,12,1,1,2,0,0,0,0,0,1,1,0,0,0,1765,13,354,2083,121,90,181,97,50,213,204,409,5580,1765,0.3160000145435333,2790.0,4,,5,265.4132773380714,530.8265546761428
